D01,A,Electronic_Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Pse,02C05,02D02,,11D05
D01,C,Electronic_Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Pse,02C05,02D02,,11D05
D03,C,PC,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Pse,02C05,02D02,,11D05
D03,A,PC,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Vis,02C05,max(02C03;02D02),,11D05
D03,C,PC,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Vis,02C05,max(02C03;02D02),,11D05
D01,A,Electronic_Media,Disappearance,Med.dis,MA.P,Vol,Ext,,,,,,,,11D05
D01,C,Electronic_Media,Disappearance,Med.dis,MA.P,Vol,Ext,,,,,,11C02,,
D03,A,PC,Disappearance,Med.dis,MA.P,Vol,Ext,,,,,,,,11D05
D03,C,PC,Disappearance,Med.dis,MA.P,Vol,Ext,,,,,,11C01,,
D03,A,Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Per,02C05,02D02,,11D05
D03,C,Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Per,02C05,02D02,,11D05
D03,A,Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Pse,02C05,02D02,,11D05
D03,C,Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Pse,02C05,02D02,,11D05
D03,A,Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Vis,02C05,max(02C03;02D02),,11D05
D03,C,Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Vis,02C05,max(02C03;02D02),,11D05
D01,A,Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Vis,02C05,max(02C03;02D02),,11D05
D01,C,Media,Disappearance,Med.dis,MA.P,Vol,Bur,,,,Vis,02C05,max(02C03;02D02),,11D05
D03,A,Media,Inoperability,Med.ine,AC.M,Equ,Bur,,,,,,,,11D05
D03,A,Media,Inoperability,Med.ine,IC.E,De,Bur,,,,,,,,11D05
D04,A,Document,Inoperability,PMed.ine,IC.E,De,Bur,,,,,,08A07,,
D03,A,Media,Inoperability,Med.ine,IC.E,Se,Bur,,,,,,min(03A01;03A04),,11D05
D03,A,Media,Inoperability,Med.ine,IC.E,Age,Bur,,,,,,,,11D05
D03,A,Access means,Disappearance,Cle.dis,ER.P,Pro,,,,,,,,,11D08
D03,A,Access means,Disappearance,Cle.dis,MA.P,Vol,,,,,,,,,11D08
D04,A,Document,Inoperability,PMed.ine,IC.E,De,,,,,,,min(02D01;02D06),,
D04,A,Document,Destruction,PMed.des,AC.E,Inc,,,,,,,min(02D01;02D06),,
D04,A,Document,Destruction,PMed.des,AC.E,Ino,,,,,,,min(02D01;02D06),,
D04,A,Document,Disappearance,PMed.dis,ER.P,Peo,,,,,,,min(02D01;02D06),,
D04,C,Document,Disappearance,PMed.dis,ER.P,Peo,,,,,,,min(02D01;02D06),,
D04,A,Document,Disappearance,PMed.dis,ER.P,Peo,Ext,,,,,,11B02,,
D04,C,Document,Disappearance,PMed.dis,ER.P,Peo,Ext,,,,,,11B02,,
D04,A,Document,Disappearance,PMed.dis,MA.P,Vol,,Abs,,,Per,02C05,min(02D01;02D06),,
D04,C,Document,Disappearance,PMed.dis,MA.P,Vol,,Abs,,,Per,02C05,min(02D01;02D06),,
D04,A,Document,Disappearance,PMed.dis,MA.P,Vol,,Abs,,,Vis,02C05,min(02D01;02D06),,
D04,C,Document,Disappearance,PMed.dis,MA.P,Vol,,Abs,,,Vis,02C05,min(02D01;02D06),,
D09,C,Document,Disappearance,PMed.dis,MA.P,Vol,,Abs,,,Vis,02C05,min(02D01;02D06),,
D09,A,Document,Disappearance,PMed.dis,MA.P,Vol,,Abs,,,Vis,02C05,min(02D01;02D06),,
D09,C,Document,Disappearance,PMed.dis,MA.P,Vol,Bur,Abs,,,Vis,02C05,min(02D01;02D06),,
D09,A,Document,Disappearance,PMed.dis,MA.P,Vol,Bur,Abs,,,Vis,02C05,min(02D01;02D06),,
D04,A,Document,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Per,02C05,min(02D01;02D06),,
D04,C,Document,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Per,02C05,min(02D01;02D06),,
D09,A,Document,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Per,02C05,min(02D01;02D06),,
D09,C,Document,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Per,02C05,min(02D01;02D06),,
D04,A,Document,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Pse,,min(02D01;02D06),,
D04,C,Document,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Pse,,min(02D01;02D06),,
D09,A,Document,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Pse,,min(02D01;02D06),,
D09,C,Document,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Pse,,min(02D01;02D06),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,,Abs,,,Vis,02C05,min(02D01;02D06),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,,Abs,,,Vis,02C05,min(02D01;02D06),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Bur,Abs,,,Vis,02C05,min(02D01;02D06),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Bur,Abs,,,Vis,02C05,min(02D01;02D06),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Per,02C05,min(02D01;02D06),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Per,02C05,min(02D01;02D06),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Pse,,min(02D01;02D06),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,,Hho,,,Pse,,min(02D01;02D06),,
D08,A,post mail,Inoperability,PMed.ine,IC.E,De,Arc,,,,,,min(02D06;02D07),,
D08,A,post mail,Destruction,PMed.des,AC.E,Inc,Arc,,,,,,min(02D06;02D07),,
D08,A,post mail,Destruction,PMed.des,AC.E,Ino,Arc,,,,,,min(02D06;02D07),,
D08,A,post mail,Loss of reference,PMed.dis,ER.P,Pro,Arc,,,,,,min(02D06;02D07),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,Hou,,,Pa,min(02D06;02D07),min(02D06;02D07),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,Hou,,,Pa,min(02D06;02D07),min(02D06;02D07),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,Hho,,,Pse,min(02D06;02D07),min(02D06;02D07),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,Hho,,,Pse,min(02D06;02D07),min(02D06;02D07),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,Hou,,,Pna,min(02D06;02D07),min(02D06;02D07),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,Hou,,,Pna,min(02D06;02D07),min(02D06;02D07),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,Hho,,,Pna,min(02D06;02D07),min(02D06;02D07),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,Hho,,,Pna,min(02D06;02D07),min(02D06;02D07),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Dis,,,Tran,Pna,min(02D06;02D07),min(02D06;02D07),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Dis,,,Tran,Pna,min(02D06;02D07),min(02D06;02D07),,
D08,A,post mail,Destruction,PMed.dis,MA.P,Ter,Arc,,,,Tve,min(02D06;02D07),min(02D06;02D07),,
D08,A,post mail,Disappearance,PMed.dis,ER.P,Peo,Arc,,,,,02D07,,,
D08,A,post mail,Disappearance,PMed.dis,ER.P,Peo,Bur,,,,,02D04,,,
D08,C,post mail,Disappearance,PMed.dis,ER.P,Peo,Bur,,,,,02D04,,,
D08,C,post mail,Disappearance,PMed.dis,ER.P,Peo,Arc,,,,,02D07,,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,,,,Pa,02D07,,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,,,,Pa,02D07,,,
